pid,label,description,year,medium,series_subject,image_size,frame_size,gallery_one,gallery_one_identifier,gallery_price,gallery_two,gallery_two_identifier,gallery_three,gallery_three_identifier,order,layout,collection,thumbnail,full,manifest
obj0,Untitled,Three model hands. Two of the hands are pinned to the backing.,Unknown,Collage,Anatomical,15 1/2 x 19 1/2 ,17 x 21,,,,,,,,000,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj0/manifest.json
obj1,Flowing Harp,Two left legs bent at the knee to form the shape of a harp. Lines of sheet music between the legs appear as harp strings.,Unknown,Collage,Anatomical,6 x 4 3/4,20 3/4 x 16 3/4,Berta Walker,18124,,,,,,001,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj1_obj1_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj1_obj1_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj1/manifest.json
obj10,Untitled,A face peers out from the woods above which floats a skull.,Unknown,Collage,Anatomical,13 1/4 x 16 1/2,22 x 25 1/2,,,,,,,,002,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj10/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj10/full/1140,/0/default.jpg",/img/derivatives/iiif/obj10/manifest.json
obj100,Portrait of the Artist,The hind quarter of a horse extends out from between the lines of sheet music.,2012,Collage,Animals,9 1/4 x 13 1/4,17 1/4 x 21 1/4,,,,,,,,003,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj100/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj100/full/1140,/0/default.jpg",/img/derivatives/iiif/obj100/manifest.json
obj101,Untitled,Hands in prayer alongside a lamb.,Unknown,Collage,Animals,5 x 8,17 x 21,,,,,,,,004,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj101/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj101/full/1140,/0/default.jpg",/img/derivatives/iiif/obj101/manifest.json
obj102,Untitled,"A woman, hidden by the matboard, holds a moth by a string in her fingers.",c. 2014,Collage,Animals,24 x 18 3/4,24 x 18 3/4,,,,,,,,005,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj102_obj102_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj102_obj102_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj102/manifest.json
obj103,Untitled,"A sphere appears from behind a tree, in front of which a rabbit attempts to avoid a shooting target.",Unknown,Collage,Animals,16 x 11 1/2,24 3/4 x 20 1/4,,,,,,,,006,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj103/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj103/full/1140,/0/default.jpg",/img/derivatives/iiif/obj103/manifest.json
obj104,Rabbit and Cat,A rabbit and a cat gaze at ship at sea.,Unknown,Collage,Animals,8 x 8,16 3/4 x 16,Berta Walker Gallery,18123,,,,,,007,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj104/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj104/full/1140,/0/default.jpg",/img/derivatives/iiif/obj104/manifest.json
obj105,Untitled,"A snail, alongside the word spread out, between two pieces of an abstraction of a snail with its shell removed.",Unknown,Collage,Animals,16 3/4 x 14,25 1/4 x 22 1/4,,,,,,,,008,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj105/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj105/full/1140,/0/default.jpg",/img/derivatives/iiif/obj105/manifest.json
obj106,Untitled,A snail traverses the top of an architectural detail.,Unknown,Collage,Animals,4 3/4 x 7 3/4,15 x 18,,,,,,,,009,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj106/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj106/full/1140,/0/default.jpg",/img/derivatives/iiif/obj106/manifest.json
obj107,Untitled,A snail eats through a large leaf.,Unknown,Collage,Animals,6 1/2 x 10,20 1/2 x 16 3/4,,,,,,,,010,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj107/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj107/full/1140,/0/default.jpg",/img/derivatives/iiif/obj107/manifest.json
obj108,Untitled,A large snake coils upon the chin of a human.,c. 2013 - 2017,Collage,Animals,17 1/2 x 11 3/8,26 1/2 x 20 1/4,,,,,,,,011,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj108/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj108/full/1140,/0/default.jpg",/img/derivatives/iiif/obj108/manifest.json
obj109,Eurydice and the Serpents,The silhouette of a figure gazes at snakes along the water's edge.,2010,Collage,Animals,10 x 13 3/4,16 3/8 x 20,Berta Walker Gallery,,,,,,,012,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj109/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj109/full/1140,/0/default.jpg",/img/derivatives/iiif/obj109/manifest.json
obj11,Untitled,The skeleton arm extends from above towards a human skull.,Unknown,Collage,Anatomical,8 7/8 x 7 1/2,16 5/8 x 15 1/4,,,,,,,,013,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj11/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj11/full/1140,/0/default.jpg",/img/derivatives/iiif/obj11/manifest.json
obj110,Untitled,"The letter 'H' above a black snake, chalice, tulip, and the number two.",Unknown,Collage,Animals,,,,,,,,,,014,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj110/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj110/full/1140,/0/default.jpg",/img/derivatives/iiif/obj110/manifest.json
obj111,Untitled,A spider crawls behind a shooting target upon a background of sheet music.,c. 2013 - 2017,Collage,Animals,7 1/4 x 12,17 x 18,,,,,,,,015,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj111/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj111/full/1140,/0/default.jpg",/img/derivatives/iiif/obj111/manifest.json
obj112,Untitled,A whale balances a blue ball on its nose.,Unknown,Collage,Animals,23 x 20 3/4,23 x 20 3/4,,,,,,,,016,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj112/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj112/full/1140,/0/default.jpg",/img/derivatives/iiif/obj112/manifest.json
obj113,The Bride,The rear of a mans head shields the face of a bride.,Unknown,Collage,Brides,9 1/2 x 7 3/4,20 3/4 x 17,,,,,,,,017,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj113/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj113/full/1140,/0/default.jpg",/img/derivatives/iiif/obj113/manifest.json
obj114,Untitled,A bride stands next to hand written note.,Unknown,Collage,Brides,9 x 7,16 3/4 x 14,,,,,,,,018,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj114/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj114/full/1140,/0/default.jpg",/img/derivatives/iiif/obj114/manifest.json
obj115,Untitled,A bride stands with a disk behind her.,c. 2000,Collage,Brides,7 x 5 3/4,19 1/4 x 16 1/2,,,,,,,,019,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj115/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj115/full/1140,/0/default.jpg",/img/derivatives/iiif/obj115/manifest.json
obj116,The Bride Dances,A faceless bride curtseys above a bouquet above roses.,Unknown,Collage,Brides,9 3/4 x 7 1/4,20 x 17 1/2,Lori Bookstein,,,,,,,020,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj116/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj116/full/1140,/0/default.jpg",/img/derivatives/iiif/obj116/manifest.json
obj117,Father of Our Country,George Washington rides a white horse whose rear is represented by a two dollar bill.,2010,Collage,Currency,13 1/4 x 10 1/4,22 1/2 x 19 1/2,Lori Bookstein Fine Art,LBFA-4645,,Kent Fine Art,Master Bricoleur,Cape Cod Museum of Art,,021,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj117_obj117_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj117_obj117_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj117/manifest.json
obj118,Five Dollars,Five Dollar bill from the Trans-Allegheny Bank of Virginia extends from a drawn frame.,2009,Collage,Currency,8 1/2 x 11,16 x 18 3/4 x 1 1/4,,,,,,,,022,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj118/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj118/full/1140,/0/default.jpg",/img/derivatives/iiif/obj118/manifest.json
obj119,The Eagle,"A eagle perched on a shield with banner in beak above a five dollar bill, embedded within a book cover.",2007,Collage,Currency,10 1/2 x 8 1/4,17 3/4 x 15 1/4,Alexandre Gallery,VB 07.01,,,,,,023,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj119/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj119/full/1140,/0/default.jpg",/img/derivatives/iiif/obj119/manifest.json
obj12,Maquette for Vespers,"The worker from Louis Emile Adan's End of Day, 1886 appears to walk into the ocean horizon.",2006,Collage,Allusion to Artist,7 3/4 x 11,18 3/4 21,Alexander Gallery,VB 06.02,,,,,,024,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj12/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj12/full/1140,/0/default.jpg",/img/derivatives/iiif/obj12/manifest.json
obj120,Currency,"A moon rises above a two dollar bill, embedded within a marbled endpaper of a book cover.",c. 2006,Collage,Currency,6 x 9 1/2,14 3/4 x 17 1/8,Lori Bookstein Fine Art,LBFA-5803,,Alexandre Gallery,VB 06.01,,,025,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj120/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj120/full/1140,/0/default.jpg",/img/derivatives/iiif/obj120/manifest.json
obj121,Currency (Nest Egg),A bird nests above a sum of numbers and a fifty cent bill on the backdrop of a book cover.,c. 2006,Collage,Currency,6 x 9 1/2,18 x 15 1/2,Lori Bookstein Fine Art,LBFA-5804,,,,,,026,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj121/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj121/full/1140,/0/default.jpg",/img/derivatives/iiif/obj121/manifest.json
obj122,X,"An X covers the center of a ten dollar bill issued by Planters Bank of Fairfield from Winnsboro, SC.",2009,Collage,Currency,3 3/8 x 7 3/8,17 3/8 x 21 3/8,,,,,,,,027,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj122/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj122/full/1140,/0/default.jpg",/img/derivatives/iiif/obj122/manifest.json
obj123,25,A jigsaw puzzle piece atop a twenty five cent bill issued by the Bank of Fayetteville atop an overturned letter.,2009,Collage,Currency,8 1/2 x 13,14 1/4 x 18 1/4,,,,,,,,028,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj123/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj123/full/1140,/0/default.jpg",/img/derivatives/iiif/obj123/manifest.json
obj124,Trio,Three twenty-five cent fractional currency notes atop the marbled endpaper of a book cover.,2009,Collage,Currency,13 1/2 x 16,,Alexander Gallery,VB 09.03,,,,,,029,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj124/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj124/full/1140,/0/default.jpg",/img/derivatives/iiif/obj124/manifest.json
obj125,The Gambler,"The note, 'Only 4 hours more of play!' on a torn postcard from Monte-Carlo which advertises a roulette wheel and numbers table.",2013,Collage,Currency,3 1/2 x 5 1/2,17 x 21,Lori Bookstein Fine Art,LBFA#VB-6222,,,,,,030,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj125/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj125/full/1140,/0/default.jpg",/img/derivatives/iiif/obj125/manifest.json
obj126,Orpheus and Eurydice,A pair of heats intertwined by the thread which binds the spine of an opened book.,1987,Collage,Hearts,14 x 17 1/2,,,,,,,,,031,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj126/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj126/full/1140,/0/default.jpg",/img/derivatives/iiif/obj126/manifest.json
obj127,Untitled,An eye peers out from within a heart.,2013,Collage,Hearts,5 1/2 x 7,17 1/4 x 21,Lori Bookstein Fine Art,LBFA#VB-6236,,,,,,032,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj127/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj127/full/1140,/0/default.jpg",/img/derivatives/iiif/obj127/manifest.json
obj128,Untitled,A figure with a heart representing it's head stands at the center of a floor plan of the Salle de Spectacle.,Unknown,College,Hearts,14 x 9,21 3/4 x 16 3/4,,,,,,,,033,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj128/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj128/full/1140,/0/default.jpg",/img/derivatives/iiif/obj128/manifest.json
obj129,Untitled,The shape of a tearing heart forms at the top of opened book pages. Cut outs may represent eyebrows creating the shape of a human face out of the hearts.,1987,Collage,Hearts,9 x 8,20 3/4 x 16 3/4,Cordier & Ekstrom,CE # 133,,,,,,034,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj129/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj129/full/1140,/0/default.jpg",/img/derivatives/iiif/obj129/manifest.json
obj13,End of Day,"The top half of the Louis Emile Adan's End of Day, 1886 painting above an inverted image of a traveler walking down country road towards town.",2006,Collage,Allusion to Artist,16 x 19 1/2,21 x 24 1/2,,,,,,,,035,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj13/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj13/full/1140,/0/default.jpg",/img/derivatives/iiif/obj13/manifest.json
obj130,Untitled,A woman lies on the floor slain within a house. A bloodied pocketknife is half opened outside the house.,Unknown,Collage,House,7 1/4 x 9 3/4,16 1/8 x 18 1/2,,,,,,,,036,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj130/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj130/full/1140,/0/default.jpg",/img/derivatives/iiif/obj130/manifest.json
obj131,Untitled,A woman gazes downward in the direction of a house.,Unknown,Collage,House,15 3/4 x 16 1/4,20 1/2 x 21 1/4,,,,,,,,037,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj131/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj131/full/1140,/0/default.jpg",/img/derivatives/iiif/obj131/manifest.json
obj132,Fall of Icarus (Night),"A bird descends through the front door of a home, out of which, birds' eyes peer through the windows.",2010,Collage,House,8 1/2 x 10 1/4,17 3/4 x 19 1/2,Lori Bookstein,LBFA-4521,,Berta Walker,,Cape Cod Museum of Art,,038,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj132/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj132/full/1140,/0/default.jpg",/img/derivatives/iiif/obj132/manifest.json
obj133,Through the Door,A boat and maritime setting appear through the doors and window of a house.,2010,Collage,House,8 1/2 x 10 1/4,17 3/4 x 19 1/2,Lori Bookstein,LBFA-4520,,,,,,039,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj133/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj133/full/1140,/0/default.jpg",/img/derivatives/iiif/obj133/manifest.json
obj134,TU,"The letters 'TU' at the center of a diagram of ladies' and children's dress patters found in the Supplement to Harper's Bazaar, 1877.",2013,Collage,"Letters, words, writing",20 1/2 x 30,26 x 35 3/8,Lori Bookstein Fine Art,LBFA#VB-6225,,,,,,040,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj134/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj134/full/1140,/0/default.jpg",/img/derivatives/iiif/obj134/manifest.json
obj135,Stein Song,The letter 'A' surrounded by roses.,Unknown,Collage,"Letters, words, writing",20 x 15,26 7/8 x 18 7/8,Lori Bookstein Fine Art,,,,,,,041,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj135/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj135/full/1140,/0/default.jpg",/img/derivatives/iiif/obj135/manifest.json
obj136,Untitled,A cyclist rides towards New Haven.,Unknown,Collage,"Letters, words, writing",30 3/4 x 24 1/8,31 1/2 x 24 5/8,,,,,,,,042,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj136/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj136/full/1140,/0/default.jpg",/img/derivatives/iiif/obj136/manifest.json
obj137,Untitled,A crocodile extends out from the building it occupies.,2010,Collage,"Letters, words, writing",19 1/2 x 24,17 x 21,Lori Bookstein Fine Art,LBFA-5796,"$3,500 ",Big Town Gallery,,,,043,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj137/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj137/full/1140,/0/default.jpg",/img/derivatives/iiif/obj137/manifest.json
obj138,Untitled,A man hangs from a rope extending from an alphabet.,Unknown,Collage,"Letters, words, writing",9 1/2 x 7 3/4,21 5/16 x 17 3/8,,,,,,,,044,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj138/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj138/full/1140,/0/default.jpg",/img/derivatives/iiif/obj138/manifest.json
obj139,A Box for Amy,A box of cigars hovers above the inverted selection of text printed by C.G. Roder.,1996 - 1997,Collage,"Letters, words, writing",13 1/2 x 10 1/2,20 1/2 x 16 5/8,Berry-Hill,,,,,,,045,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj139/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj139/full/1140,/0/default.jpg",/img/derivatives/iiif/obj139/manifest.json
obj14,Homage to Louise Bogan,A tile of the letter Y on a wood panel with Louise Bogan's poem The Daemon carved into the wood.,2015,Assemblage,Allusion to Artist,25 1/4 x 20 3/4 x 2,25 1/4 x 20 3/4 x 2,Kent Gallery,,,Berta Walker Gallery,18016,,,046,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj14/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj14/full/1140,/0/default.jpg",/img/derivatives/iiif/obj14/manifest.json
obj140,Untitled,"A child's note dated March 3, 1909 about Native Americans above the image an indigenous warrior shooting from a galloping horse.",Unknown,Collage,"Letters, words, writing",8 1/2 x 7 3/4,20 7/8 x 16 7/8,,,,,,,,047,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj140_obj140_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj140_obj140_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj140/manifest.json
obj141,Untitled,A flower grows out a woven basket on its side from behind which a wing extends. Printed on a backdrop of a work order from Varujan Boghosian.,Unknown,Collage,"Letters, words, writing",10 3/4 x 8 1/2,19 x 16 1/2,,,,,,,,048,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj141/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj141/full/1140,/0/default.jpg",/img/derivatives/iiif/obj141/manifest.json
obj142,The Sicilian,A top hat and shoe appear next to the words of a letter written in Italian with a postmark from Sicily.,2002,Collage,"Letters, words, writing",16 3/4 x 20 3/4,9 3/4 x 14,,,,,,,,049,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj142/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj142/full/1140,/0/default.jpg",/img/derivatives/iiif/obj142/manifest.json
obj143,Untitled,A letter written in Italian regarding the possible unification of Italian states dated 1842.,c. 1980,Collage,"Letters, words, writing",10 1/4 x 16 1/2,16 1/2 x 23 3/8,,,,,,,,050,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj143/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj143/full/1140,/0/default.jpg",/img/derivatives/iiif/obj143/manifest.json
obj144,Amsterdam,A letter half removed from an envelope addressed to a resident of Amsterdam.,2012,Collage,"Letters, words, writing",6 x 6 1/2,15 5/8 x 16 1/4,,,,,,,,051,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj144/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj144/full/1140,/0/default.jpg",/img/derivatives/iiif/obj144/manifest.json
obj145,Untitled,An itemized list of loads of wood dated November 1851 forms the backdrop of six sticks labeled as such.,Unknown,Collage,"Letters, words, writing",6 3/4 x 8 1/4,15 3/8 x 17,,,,,,,,052,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj145/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj145/full/1140,/0/default.jpg",/img/derivatives/iiif/obj145/manifest.json
obj146,Untitled,A figure riding a horse emerges between the lines of letter written in Italian.,Unknown,Collage,"Letters, words, writing",11 1/4 x 8 1/4,17 1/2 x 14 1/4,,,,,,,,053,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj146/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj146/full/1140,/0/default.jpg",/img/derivatives/iiif/obj146/manifest.json
obj147,Untitled,"A dog gazes upon an October 23, 1918 note that reads 'The days are Dark the years are long' on the inside cover a book.",Unknown,Collage,"Letters, words, writing",7 3/4 x 5 1/8,14 7/8 x 11 3/4,,,,,,,,054,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj147/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj147/full/1140,/0/default.jpg",/img/derivatives/iiif/obj147/manifest.json
obj148,Untitled,The inside of a book cover reveals the words 'I can see' above the numbers '1 2 3 4.',Unknown,Collage,"Letters, words, writing",7 1/2 x 4 1/4,15 7/8 x 12 3/4,,,,,,,,055,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj148/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj148/full/1140,/0/default.jpg",/img/derivatives/iiif/obj148/manifest.json
obj149,Untitled,The silhouette of a horse and rider upon a landscape of letters with castle.,1982,Collage,"Letters, words, writing",17 x 22 3/4,23 3/4 x 29 1/2,Cordier & Ekstrom,CE110,,,,,,056,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj149/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj149/full/1140,/0/default.jpg",/img/derivatives/iiif/obj149/manifest.json
obj15,Untitled,"The letters make up the words 'Hello Bonard' above a doll lying in a bathtub. A reference to Pierre Bonnard's The Bath, 1925.",Unknown,Collage,Allusion to Artist,11 1/2 x 8,20 x 16,,,,,,,,057,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj15/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj15/full/1140,/0/default.jpg",/img/derivatives/iiif/obj15/manifest.json
obj150,Fragment,Fragments of currency notes and shipping invoices are nailed and adhered to wood backing.,2009,Assemblage,"Letters, words, writing",15 1/2 x 22 1/2,,,,,,,,,058,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj150/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj150/full/1140,/0/default.jpg",/img/derivatives/iiif/obj150/manifest.json
obj151,R,A butterfly flies towards the letter 'R.',2009,Assemblage,"Letters, words, writing",13 1/2 x 15 1/2,,Lori Bookstein,LBFA-3008,,,,,,059,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj151/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj151/full/1140,/0/default.jpg",/img/derivatives/iiif/obj151/manifest.json
obj152,Untitled,A man peers downward holding the letter 'X.',Unknown,Assemblage,"Letters, words, writing",11 5/8 x 15 5/8,,,,,,,,,060,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj152/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj152/full/1140,/0/default.jpg",/img/derivatives/iiif/obj152/manifest.json
obj153,Alms,An open hand presents the letters 'P A L M S.',2009,Assemblage,"Letters, words, writing",12 1/2 x 14 1/2,,Lori Bookstein,LBFA 3206,,,,,,061,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj153/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj153/full/1140,/0/default.jpg",/img/derivatives/iiif/obj153/manifest.json
obj154,Untitled,Five fish swim towards loaf of bread within a basket.,Unknown,Collage,Bread,12 3/8 x 21 1/4,19 1/4 x 28 3/8,,,,,,,,062,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj154/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj154/full/1140,/0/default.jpg",/img/derivatives/iiif/obj154/manifest.json
obj155,Untitled,A basket of sliced bread floats upon the horizon of the ocean at night.,Unknown,Collage,Bread,6 1/8 x 4 5/8,22 1/8 x 18 1/8,,,,,,,,063,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj155/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj155/full/1140,/0/default.jpg",/img/derivatives/iiif/obj155/manifest.json
obj156,Untitled,A bread basket in the foreground of an image with covered wagon headed towards town.,Unknown,Collage,Bread,6 3/4 x 4 3/4,22 1/2 x 18 1/2,,,,,,,,064,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj156/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj156/full/1140,/0/default.jpg",/img/derivatives/iiif/obj156/manifest.json
obj157,The Offering,A man's head served inside of a bread basket.,2018,Collage,Bread,11 1/2 x 10,22 x 22,Berta Walker Gallery,19706,"$3,500 ",,,,,065,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj157_obj157_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj157_obj157_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj157/manifest.json
obj158,Untitled,A man's head served inside of a bread basket atop white cloth.,Unknown,Collage,Bread,8 1/4 x 7 3/4,17 1/2 x 17 1/2,,,,,,,,066,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj158_obj158_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj158_obj158_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj158/manifest.json
obj159,Untitled,A basket containing a loaf of bread sits upon a figure's shoulders replacing its head.,Unknown,Collage,Bread,10 1/2 x 7 3/4,20 3/4 x 16 3/4,,,,,,,,067,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj159/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj159/full/1140,/0/default.jpg",/img/derivatives/iiif/obj159/manifest.json
obj16,Within the Mountain Cezanne,"An artist's palette contained by a colorless image of Paul Cezanne's Mont Sainte Victoire, 1904-1906.",2016,Collage,Allusion to Artist,8 x 10,17 x 21,Berta Walker,19702,,,,,,068,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj16/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj16/full/1140,/0/default.jpg",/img/derivatives/iiif/obj16/manifest.json
obj160,Untitled,An abandoned vehicle parked in front of a bread basket resting upon a hill.,Unknown,Collage,Bread,5 3/4 x 7,21 x 17,,,,,,,,069,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj160/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj160/full/1140,/0/default.jpg",/img/derivatives/iiif/obj160/manifest.json
obj161,Untitled,The inverted image of two figures embracing above a bread basket.,Unknown,Collage,Bread,8 1/4 x 5,21 1/4 x 17 1/4,,,,,,,,070,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj161/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj161/full/1140,/0/default.jpg",/img/derivatives/iiif/obj161/manifest.json
obj162,Untitled,A fish behind a bread basket upon a table.,Unknown,Collage,Bread,4 1/2 x 5,18 1/2 x 22 5/8,,,,,,,,071,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj162/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj162/full/1140,/0/default.jpg",/img/derivatives/iiif/obj162/manifest.json
obj163,Untitled,"A fish, in color, within a black white basket of sliced bread.",Unknown,Collage,Bread,7 1/2 x 7 1/2,18 1/2 x 22 1/2,,,,,,,,072,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj163/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj163/full/1140,/0/default.jpg",/img/derivatives/iiif/obj163/manifest.json
