pid,label,description,year,medium,series_subject,image_size,frame_size,gallery_one,gallery_one_identifier,gallery_price,gallery_two,gallery_two_identifier,gallery_three,gallery_three_identifier,order,layout,collection,thumbnail,full,manifest
obj164,The Magic Mountain,A sailing ship in three parts sails a sea of black water. A mountain extends from the horizon.,2010,Collage,Bread,19 3/4 x 24,12 1/2 x 17,Berta Walker Gallery,,,,,,,073,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj164/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj164/full/1140,/0/default.jpg",/img/derivatives/iiif/obj164/manifest.json
obj165,Untitled,A ship sails behind a tidal pool with crustaceans. A sky made up of flowers makes up the background.,Unknown,Collage,Maritime,13 x 14,22 x 23,,,,,,,,074,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj165/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj165/full/1140,/0/default.jpg",/img/derivatives/iiif/obj165/manifest.json
obj166,Untitled,A right hand extends out from the sky towards a mountain beneath of which sails a boat.,Unknown,Collage,Maritime,4 3/4 x 6,17 1/4 x 21 1/4,,,,,,,,075,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj166/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj166/full/1140,/0/default.jpg",/img/derivatives/iiif/obj166/manifest.json
obj167,Untitled,A tea set behind which a crew works the rigging of a ship at sea.,Unknown,Collage,Maritime,6 3/8 x 9,15 1/8 x 16 7/8,,,,,,,,076,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj167/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj167/full/1140,/0/default.jpg",/img/derivatives/iiif/obj167/manifest.json
obj168,Untitled,More information on the piece to come later.,,,,,,,,,,,,,077,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj168/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj168/full/1140,/0/default.jpg",/img/derivatives/iiif/obj168/manifest.json
obj169,Untitled,More information on the piece to come later.,,,,,,,,,,,,,078,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj169/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj169/full/1140,/0/default.jpg",/img/derivatives/iiif/obj169/manifest.json
obj17,Looking at the Ox Bow (Thomas Cole),An easel is suspended within a Hudson River School style painting.,2013,Collage,Allusion to Artist,5 1/2 x 8 1/2,16 3/4 x 20 3/4,Berta Walker,,,,,,,079,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj17/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj17/full/1140,/0/default.jpg",/img/derivatives/iiif/obj17/manifest.json
obj170,End of the Line,A briefcase emerges from behind a horizontal line.,2001,Collage,Miscellaneous,18 x 13 3/4,25 3/8 x 20 5/8,,,"$6,000 ",,,,,080,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj170/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj170/full/1140,/0/default.jpg",/img/derivatives/iiif/obj170/manifest.json
obj171,Untitled,A turned over bag of marbles spills out upon a flowerbed.,Unknown,Collage,Miscellaneous,13 1/2 x 18 3/8,21 1/8 x 25 1/8,,,,,,,,081,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj171/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj171/full/1140,/0/default.jpg",/img/derivatives/iiif/obj171/manifest.json
obj172,Untitled,An umbrella carried by the wind.,Unknown,Collage,Miscellaneous,10 3/4 x 14 1/8,17 1/4 x 21 1/4,,,,,,,,082,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj172/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj172/full/1140,/0/default.jpg",/img/derivatives/iiif/obj172/manifest.json
obj173,Untitled,Soldiers fire a cannon behind a metallic foreground.,Unknown,Daguerreotype,Miscellaneous,6 3/8 x 4 1/2,17 x 15,,,,,,,,083,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj173/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj173/full/1140,/0/default.jpg",/img/derivatives/iiif/obj173/manifest.json
obj174,Untitled,An eye peers through a metallic foreground.,Unknown,Daguerreotype,Miscellaneous,8 x 6,20 1/2 x 15 5/8,,,,,,,,084,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj174_obj174_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj174_obj174_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj174/manifest.json
obj175,Untitled,A chalice centered upon book cover.,Unknown,Collage,Miscellaneous,11 1/4 x 8 3/4,17 x 14 1/2,,,,,,,,085,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj175/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj175/full/1140,/0/default.jpg",/img/derivatives/iiif/obj175/manifest.json
obj176,Untitled,A jackknife unfolded attached to tile backdrop.,Unknown,Assemblage,Miscellaneous,13 3/8 x 13 3/8,,,,,,,,,086,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj176/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj176/full/1140,/0/default.jpg",/img/derivatives/iiif/obj176/manifest.json
obj177,Untitled,A target struck by a throwing dart.,Unknown,Assemblage,Miscellaneous,13 3/4 x 11 5/8,,,,,,,,,087,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj177/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj177/full/1140,/0/default.jpg",/img/derivatives/iiif/obj177/manifest.json
obj178,Smoking,A stain on the wooden backdrop appears as smoke rising from the tip of the cigar.,1989-1990,Assemblage,Miscellaneous,17 x 10 3/4 x 1 1/2,,Berry Hill,VB 054,,Lori Bookstein,LBFA-4524,Alexandre Gallery,VB 90.02,088,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj178/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj178/full/1140,/0/default.jpg",/img/derivatives/iiif/obj178/manifest.json
obj179,The Rock,An image of a riverside setting extends from its frame beneath a note in pencil upon a book cover.,2006,Collage,Nature,15 1/2 x 11 5/8,22 1/4 x 17 1/4,Unknown,11612,"$2,000 ",,,,,089,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj179/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj179/full/1140,/0/default.jpg",/img/derivatives/iiif/obj179/manifest.json
obj18,Untitled,"A line drawing of an artist painting within a liminal and surreal landscape. Possible allusion to Salvador Dali's Enigmatic Elements In A Landscape, 1934.",Unknown,Collage,Allusion to Artist,3 x 5 1/2,20 7/8 x 17,,,,,,,,090,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj18/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj18/full/1140,/0/default.jpg",/img/derivatives/iiif/obj18/manifest.json
obj180,Untitled,A pair of scissors cuts a drawing of a plant out from its paper backdrop.,Unknown,Collage,Nature,15 3/4 x 11 3/4,21 x 17,,,,,,,,091,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj180/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj180/full/1140,/0/default.jpg",/img/derivatives/iiif/obj180/manifest.json
obj181,Untitled,A star rises next to a tree stump with broken and disjointed branches.,Unknown,Assemblage,Nature,6 1/2 x 5 3/4,20 5/8 x 16 3/4,,,,,,,,092,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj181/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj181/full/1140,/0/default.jpg",/img/derivatives/iiif/obj181/manifest.json
obj182,Untitled,Two leaves mirror one another upon sheet music.,Unknown,Collage,Nature,17 1/2 x 22 1/4,22 3/4 x 27,Lori Bookstein Fine Art,LBFA#VB-2628,,,,,,093,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj182/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj182/full/1140,/0/default.jpg",/img/derivatives/iiif/obj182/manifest.json
obj183,Untitled,A blue iris alongside red roses.,Unknown,Collage,Nature,11 1/2 x 15 3/4,18 3/4 x 22 3/4,,,,,,,,094,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj183/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj183/full/1140,/0/default.jpg",/img/derivatives/iiif/obj183/manifest.json
obj184,Charon,The profile of a man's face in blue extends from a series of disks.,1979,Collage,Portraits,30 1/2 x 21 3/4,32 1/2 x 24 1/2,,,,,,,,095,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj184/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj184/full/1140,/0/default.jpg",/img/derivatives/iiif/obj184/manifest.json
obj185,Untitled,Circles and the shapes of birds and foliage are released from the profile of a figures face and torso.,Unknown,Drawing,Portraits,19 1/2 x 15 7/9,26 3/4 x 22 5/8,,,,,,,,096,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj185/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj185/full/1140,/0/default.jpg",/img/derivatives/iiif/obj185/manifest.json
obj186,Untitled,A man's face in profile.,Unknown,Collage,Portraits,8 3/4 x 6,20 7/8 x 16 7/8,,,,,,,,097,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj186/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj186/full/1140,/0/default.jpg",/img/derivatives/iiif/obj186/manifest.json
obj187,Untitled,A figure kicks a red ball.,Unknown,Drawing,Portraits,30 x 20 1/4,31 1/2 x 23 3/4,,,,,,,,098,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj187/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj187/full/1140,/0/default.jpg",/img/derivatives/iiif/obj187/manifest.json
obj188,Untitled,A disembodied face laughs.,Unknown,Collage,Portraits,7 1/2 x 6 3/4,,,,,,,,,099,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj188/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj188/full/1140,/0/default.jpg",/img/derivatives/iiif/obj188/manifest.json
obj189,Untitled,A man walks away from a woman standing next to a home.,Unknown,Collage,Portraits,6 x 8 1/4,16 3/4 x 20 3/4,,,,,,,,100,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj189/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj189/full/1140,/0/default.jpg",/img/derivatives/iiif/obj189/manifest.json
obj19,Untitled,"The open legs of Salvador Dali's Le Spectre des Sex Appeal, 1932 are concealed by a basket of flowers.",Unknown,Collage,Allusion to Artist,10 1/4 x 8 1/4,21 1/8 x 17 1/4,,,,,,,,101,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj19/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj19/full/1140,/0/default.jpg",/img/derivatives/iiif/obj19/manifest.json
obj190,Untitled,A man walks through a landscape alongside a leg.,Unknown,Collage,Portraits,4 1/2 x 4 1/2,16 7/8 x 20 7/8,,,,,,,,102,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj190/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj190/full/1140,/0/default.jpg",/img/derivatives/iiif/obj190/manifest.json
obj191,Untitled,A man walks alongside the cross section of a skull.,Unknown,Collage,Portraits,5 x 7,20 7/8 x 16 7/8,,,,,,,,103,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj191/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj191/full/1140,/0/default.jpg",/img/derivatives/iiif/obj191/manifest.json
obj192,Untitled,A figure stands at the end of a line.,2014,Collage,Portraits,6 3/4 x 9,17 1/4 x 21 1/8,Minor blemish to bottom of frame,,,,,,,104,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj192/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj192/full/1140,/0/default.jpg",/img/derivatives/iiif/obj192/manifest.json
obj193,Untitled,An artist paints a seated woman with her back turned facing an ocean.,Unknown,Collage,Portraits,7 1/4 x 7 3/4,17 1/4 x 21 1/4,,,,,,,,105,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj193/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj193/full/1140,/0/default.jpg",/img/derivatives/iiif/obj193/manifest.json
obj194,Untitled,A snake slithers alongside a flower and upon a woman's face.,Unknown,Collage,Portraits,18 1/4 x 12 1/4,27 1/2 x 21 1/2,,,,,,,,106,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj194/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj194/full/1140,/0/default.jpg",/img/derivatives/iiif/obj194/manifest.json
obj195,Untitled,A child eats a plate of cherries.,Unknown,Collage,Portraits,6 14 x 3 1/4,27 1/2 x 21 1/2,,,,,,,,107,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj195/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj195/full/1140,/0/default.jpg",/img/derivatives/iiif/obj195/manifest.json
obj196,Combat,Two figures appear in combat amidst a cosmic backdrop.,Unknown,Collage,Portraits,7 1/2 x 8 3/4,15 x 19,,,,,,,,108,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj196/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj196/full/1140,/0/default.jpg",/img/derivatives/iiif/obj196/manifest.json
obj197,The Ladder,Two men embrace above a ladder.,2013,Collage,Portraits,7 1/2 x 5,21 1/4 x 17 3/4,Kent Gallery,,,,,,,109,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj197/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj197/full/1140,/0/default.jpg",/img/derivatives/iiif/obj197/manifest.json
obj198,Man Embracing,A building stands in the background of a man embracing a hidden figure. To the left of which a man kneels.,Unknown,Collage,Portraits,4 3/4 x 6 1/2,17 x 20 3/4,,,,,,,,110,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj198/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj198/full/1140,/0/default.jpg",/img/derivatives/iiif/obj198/manifest.json
obj199,Untitled,A person poses next to flowers.,Unknown,Collage,Portraits,13 3/4 x 14,24 x 24 1/2,,,,,,,,111,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj199/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj199/full/1140,/0/default.jpg",/img/derivatives/iiif/obj199/manifest.json
obj2,Untitled,A man holding a cane opening his arms stands between a pair of left legs.,Unknown,Collage,Anatomical,11 x 7 7/8,14 3/4 x 11 3/4,,,,,,,,112,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj2/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj2/full/1140,/0/default.jpg",/img/derivatives/iiif/obj2/manifest.json
obj20,Untitled,"A collage of Salvador Dali's Le Spectre des Sex Appeal, 1932 atop a backdrop of constellations.",Unknown,Collage,Allusion to Artist,10 x 3/4,22 1/8 x 18,,,,,,,,113,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj20/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj20/full/1140,/0/default.jpg",/img/derivatives/iiif/obj20/manifest.json
obj200,Untitled,Two faces in profile reveal a woman receiving a message in her ear from the woman next to her.,Unknown,Collage,Portraits,13 1/2 x 8 1/2,22 1/4 x 17 1/4,,,,,,,,114,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj200/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj200/full/1140,/0/default.jpg",/img/derivatives/iiif/obj200/manifest.json
obj201,Portrait,The face of a figure in profile is peeled back to reveal black void.,2011,Collage,Portraits,12 1/2 x 9 1/2,23 x 20 18,Lori Bookstein,LBFA-5794,,,,,,115,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj201/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj201/full/1140,/0/default.jpg",/img/derivatives/iiif/obj201/manifest.json
obj202,Portrait (Biblical),A man casting a side eyed glance is revealed through the profile of a figure's face.,Unknown,Collage,Portraits,8 x 5,22 3/4 x 18 3/4,Lori Bookstein,,,,,,,116,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj202/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj202/full/1140,/0/default.jpg",/img/derivatives/iiif/obj202/manifest.json
obj203,Untitled,A winged figure carries a white disk.,Unknown,Collage,Portraits,8 3/4 x 8 1/8,21 x 17,,,,,,,,117,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj203/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj203/full/1140,/0/default.jpg",/img/derivatives/iiif/obj203/manifest.json
obj204,Untitled,The bone structure and features of a man's face in profile are labeled.,Unknown,Collage,Portraits,8 x 7 1/2,19 5/8 x 19 1/8,,,,,,,,118,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj204/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj204/full/1140,/0/default.jpg",/img/derivatives/iiif/obj204/manifest.json
obj205,Untitled,A man in profile with roses pinned in his tied back hair.,Unknown,Collage,Portraits,10 x 6 3/4,17 3/4 x 13 3/8,,,,,,,,119,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj205/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj205/full/1140,/0/default.jpg",/img/derivatives/iiif/obj205/manifest.json
obj206,Untitled,A man in red hat with arms crossed carries a rose.,Unknown,Collage,Portraits,7 1/8 x 5 3/8,16 3/8 x 14 1/8,,,,,,,,120,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj206/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj206/full/1140,/0/default.jpg",/img/derivatives/iiif/obj206/manifest.json
obj207,Untitled,A figure in profile receives a flower from another figure whose head is obscured from view.,Unknown,Collage,Portraits,13 1/4 x 17 1/2,19 1/8 x 23 1/2,,,,,,,,121,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj207/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj207/full/1140,/0/default.jpg",/img/derivatives/iiif/obj207/manifest.json
obj208,Untitled,A brown paper bag hangs form a person's nose.,Unknown,Collage,Portraits,14 1/8 x 7 1/4,21 1/8 x 17 1/8,,,,,,,,122,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj208/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj208/full/1140,/0/default.jpg",/img/derivatives/iiif/obj208/manifest.json
obj209,Untitled,"A face with red eyes, and goatee made up red ribbon and blue triangle.",Unknown,Collage,Portraits,9 1/4 x 7 3/4,21 1/4 x 17 1/4,,,,,,,,123,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj209/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj209/full/1140,/0/default.jpg",/img/derivatives/iiif/obj209/manifest.json
obj21,Untitled,"A black and white image of Salvador Dali's Le Spectre des Sex Appeal, 1932 within a cut out Dali's Portrait of Gala, 1935.",Unknown,Collage,Allusion to Artist,8 1/2 x 5 1/4,21 7/8 x 17,,,,,,,,124,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj21/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj21/full/1140,/0/default.jpg",/img/derivatives/iiif/obj21/manifest.json
obj210,Untitled,A figure holding a sword appears to be battling a serpent.,Unknown,Collage,Portraits,15 5/8 / 11 3/4,21 3/8 x 17 3/8,,,,,,,,125,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj210/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj210/full/1140,/0/default.jpg",/img/derivatives/iiif/obj210/manifest.json
obj211,Grandee,A figure in Elizabethan garb appears to simultaneously wear a Victorian suit.,2009,Collage,Portraits,14 1/2 x 9 1/2,20 1/4 x 14 3/4,Lori Bookstein,LBFA-3003,,,,,,126,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj211/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj211/full/1140,/0/default.jpg",/img/derivatives/iiif/obj211/manifest.json
obj212,Untitled,A woman lying on a pillow.,Unknown,Collage,Portraits,12 3/4 x 7 3/4,20 5/8 x 14 1/4,,,,,,,,127,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj212/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj212/full/1140,/0/default.jpg",/img/derivatives/iiif/obj212/manifest.json
obj213,Untitled,A child is cropped over by a baby in a dress.,Unknown,Collage,Portraits,16 7/8 x 13 7/8,23 3/8 x 20 3/8,,,,,,,,128,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj213/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj213/full/1140,/0/default.jpg",/img/derivatives/iiif/obj213/manifest.json
obj214,Untitled,A man's face cropped above the torso of a seated woman.,Unknown,Collage,Portraits,9 3/4 x 7 7/8,20 3/4 x 16 3/4,,,,,,,,129,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj214_obj214_0/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj214_obj214_0/full/1140,/0/default.jpg",/img/derivatives/iiif/obj214/manifest.json
obj215,Untitled,A woman's head atop a portrait of Napoleon.,Unknown,Collage,Portraits,17 7/16 x 15,25 x 22 1/2,,,,,,,,130,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj215/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj215/full/1140,/0/default.jpg",/img/derivatives/iiif/obj215/manifest.json
obj216,Untitled,A man walking uses the help of another man's mouth for his next step.,Unknown,Collage,Portraits,4 3/4 x 4,21 1/4 x 17 1/4,,,,,,,,131,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj216/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj216/full/1140,/0/default.jpg",/img/derivatives/iiif/obj216/manifest.json
obj217,Untitled,A portrait of a man is creased at the neck.,Unknown,Collage,Portraits,12 x 9 1/2,18 5/8 x 16 1/4,,,,,,,,132,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj217/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj217/full/1140,/0/default.jpg",/img/derivatives/iiif/obj217/manifest.json
obj218,Untitled,A woman and man appear embraced in the bedroom.,Unknown,Collage,Portraits,7 3/4 x 10,15 1/2 x 17 3/4,,,,,,,,133,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj218/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj218/full/1140,/0/default.jpg",/img/derivatives/iiif/obj218/manifest.json
obj219,Untitled,A blue clown gazes toward a of a lone tree upon a hill.,Unknown,Collage,Portraits,7 1/4 x 9,17 1/4 x 21 1/4,,,,,,,,134,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj219/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj219/full/1140,/0/default.jpg",/img/derivatives/iiif/obj219/manifest.json
obj22,Untitled,"The name Nicola, e dorella Moretti appears above Salvador Dali's Portrait of Gala, 1935 which gazes into Dali's Soft Construction with Boiled Beans (Premonition of Civil War), 1936.",Unknown,Collage,Allusion to Artist,18 3/4 x 12 1/2,25 1/2 x 19 3/8,,,,,,,,135,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj22/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj22/full/1140,/0/default.jpg",/img/derivatives/iiif/obj22/manifest.json
obj220,Portrait of the Artist in the Snow,The artist trudges through a snowstorm.,2002,Collage,Portraits,8 1/2 x 11 1/2,15 1/2 x 18 1/2,Lori Bookstein,LBFA#VB-6242,,,,,,136,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj220/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj220/full/1140,/0/default.jpg",/img/derivatives/iiif/obj220/manifest.json
obj221,Self Portrait of the Artist as a Young Man,A boy sits at a desk and draws a butterfly.,1989,Collage,Portraits,5 3/4 x 4 1/2,17 3/4 x 14 3/4,Long Pont Gallery,,,,,,,137,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj221/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj221/full/1140,/0/default.jpg",/img/derivatives/iiif/obj221/manifest.json
obj222,Untitled,A plane with a lion's head flies through a window of a sleeping boy's bedroom.,Unknown,Collage,Portraits,8 1/8 x 9 1/2,14 1/4 x 15 3/8,,,,,,,,138,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj222/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj222/full/1140,/0/default.jpg",/img/derivatives/iiif/obj222/manifest.json
obj223,The Bachelor,A seated man depicted on the top of a cigar box.,2013,Assemblage,Portraits,9 3/4 x 10 1/4,,Lori Bookstein,LBFA#VB-6226,,Alexandre Gallery,VB 13.02,,,139,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj223/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj223/full/1140,/0/default.jpg",/img/derivatives/iiif/obj223/manifest.json
obj224,Untitled,"The figures, Ludwig and Arno, appear behind a curtain and point towards ship, fish, and bird.",Unknown,Collage,Portraits,16 1/2 x 21,21 3/4 x 25 1/2,,,,,,,,140,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj224/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj224/full/1140,/0/default.jpg",/img/derivatives/iiif/obj224/manifest.json
obj225,Untitled,The silhouette of a hunter surrounded by eight inverted bird torsos.,Unknown,Collage,Portraits,20 1/2 x 14 1/2,27 x 20 1/2,,,,,,,,141,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj225/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj225/full/1140,/0/default.jpg",/img/derivatives/iiif/obj225/manifest.json
obj226,Untitled,A figure made up of a man's torso and bird's head stands alongside butterflies and fish.,Unknown,Collage,Portraits,8 x 5,21 x 17,,,,,,,,142,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj226/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj226/full/1140,/0/default.jpg",/img/derivatives/iiif/obj226/manifest.json
obj227,Ringmaster,"A ringmaster, dressed as a clown, stands alongside a spinning top and waits for a dog to jump through his hoop.",2013,Collage,Portraits,17 x 12,24 1/2 x 19 3/8,Alexandre Gallery,VB 13.03,,,,,,143,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj227/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj227/full/1140,/0/default.jpg",/img/derivatives/iiif/obj227/manifest.json
obj228,Untitled,A woman dances next to the forest.,Unknown,Collage,Portraits,6 1/2 x 5 1/2,16 1/2 x 15 1/4,,,,,,,,144,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj228/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj228/full/1140,/0/default.jpg",/img/derivatives/iiif/obj228/manifest.json
obj229,Untitled,A court jester dances next to butterfly and suit trunk.,Unknown,Collage,Portraits,11 1/4 x 10 1/2,18 1/4 x 20 1/4,,,,,,,,145,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj229/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj229/full/1140,/0/default.jpg",/img/derivatives/iiif/obj229/manifest.json
obj23,Untitled,"Two women sit, one in front of the other, with their backs turned, looking out at a crashing wave. The figure's are Salvador Dali's Portrait of Gala, 1935.",Unknown,Collage,Allusion to Artist,10 x 8 1/4,21 1/4 x 17 1/4,,,,,,,,146,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj23/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj23/full/1140,/0/default.jpg",/img/derivatives/iiif/obj23/manifest.json
obj230,Self Portrait as a Lion,Portrait of the artist with lion masking the top half of his face.,2006,Collage,Portraits: Masks,15 x 10 1/2,21 x 16 1/2,Berta Walker,18014,"$12,500.00 ",Lori Bookstein,LBFA 3209,,,147,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj230/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj230/full/1140,/0/default.jpg",/img/derivatives/iiif/obj230/manifest.json
obj231,Untitled,A portrait of a man with a beaded butterfly masking top half of his face.,Unknown,Collage,Portraits: Masks,9 1/4 x 6 3/4,17 3/4 x 13 1/2,,,,,,,,148,boghosian_item,boghosian,"/img/derivatives/iiif/images/obj231/full/250,/0/default.jpg","/img/derivatives/iiif/images/obj231/full/1140,/0/default.jpg",/img/derivatives/iiif/obj231/manifest.json
